coefname	estimate	se	z	p	subtype	txc	log_normed	normed	l95	u95	color	celltype	x	y	n_cells	total_cells	model
subtype_fctPLI:txcaso6	-0.93191789473299	0.19688166020460524	-4.733391082564589	2.2079947044200463e-6	PLI	aso6	-0.93191789473299	0.3937977230723577	0.26772395232578255	0.5792408387437326	#41B6C4	neuron	5	10	111	238	3-aso6
subtype_fctPurkinje:txcaso6	-1.0503285113511192	0.16439930288234772	-6.388886649372147	1.6709785869821836e-10	Purkinje	aso6	-1.0503285113511192	0.34982280946890953	0.2534610227750601	0.4828197909282738	#41B6C4	neuron	2	13	192	519	3-aso6
subtype_fctUBC:txcaso6	-0.683836824577456	0.27313098527508967	-2.5036955213584253	0.012290375142600053	UBC	aso6	-0.683836824577456	0.5046769160841279	0.2954771656344084	0.8619914472285237	#41B6C4	neuron	6	9	27	90	3-aso6
(Intercept)	-7.919014885451793	0.05420709938534519	-146.0881503575284	0	astrocyte	_ctl	0	1	0.8992052489523926	1.112093152442156	#A9A9A9	glia	8	7	802	1787	12-aso6
subtype_fctBergmann glia	-0.45461275774398596	0.07534313046694827	-6.033897913804056	1.600511967092757e-9	Bergmann glia	_ctl	0	1	0.8627159175673591	1.1591301141397128	#A9A9A9	glia	7	8	1567	3729	12-aso6
subtype_fctendothelial stalk	-0.7090444100374667	0.09594566427955882	-7.390062024809267	1.4676033765329273e-13	endothelial stalk	_ctl	0	1	0.8285732390369712	1.2068939146070823	#A9A9A9	other	12	3	298	845	12-aso6
subtype_fctfibroblast	-1.0996579719720627	0.11738944982388708	-9.367604785794796	7.419713590118036e-21	fibroblast	_ctl	0	1	0.7944707622909292	1.2586995613487506	#A9A9A9	other	13	2	227	967	12-aso6
subtype_fctGolgi	-1.6177662167041682	0.09478633657630481	-17.06750440135257	2.59038419600974e-65	Golgi	_ctl	0	1	0.8304580973597078	1.2041546746058835	#A9A9A9	neuron	4	11	259	550	12-aso6
subtype_fctgranule	-0.6754878605312964	0.07199107145539417	-9.382939396169846	6.415865641652206e-21	granule	_ctl	0	1	0.868402547643561	1.151539689414239	#A9A9A9	neuron	1	14	21432	50038	12-aso6
subtype_fctmicroglia	-1.4660999567075657	0.26778770214114883	-5.474859170100334	4.378596902978974e-8	microglia	_ctl	0	1	0.5916415888392701	1.6902124848286615	#A9A9A9	glia	11	4	66	196	12-aso6
subtype_fctMLI	-0.8688653716288652	0.07555806906273836	-11.499306194649014	1.3298003458961476e-30	MLI	_ctl	0	1	0.8623525561302366	1.1596185259628027	#A9A9A9	neuron	3	12	1395	3274	12-aso6
subtype_fctoligodendrocyte	-0.23482319590223058	0.08150601340255231	-2.8810536314965596	0.003963481924593067	oligodendrocyte	_ctl	0	1	0.8523578310806648	1.1732161816735427	#A9A9A9	glia	9	6	556	1208	12-aso6
subtype_fctOPC	-0.8296346545633705	0.14981914171991226	-5.537574471721225	3.066893000809432e-8	OPC	_ctl	0	1	0.7455447483490055	1.341301111991575	#A9A9A9	glia	10	5	76	208	12-aso6
subtype_fctpericyte	-1.818659372077582	0.2600938400598764	-6.9923200474832745	2.703772059623261e-12	pericyte	_ctl	0	1	0.6006309703259609	1.6649158125451016	#A9A9A9	other	14	1	96	246	12-aso6
subtype_fctPLI	-1.1334968723552477	0.13617529380159762	-8.323807063025036	8.51822165116026e-17	PLI	_ctl	0	1	0.7657506599496398	1.305908113831421	#A9A9A9	neuron	5	10	80	203	12-aso6
subtype_fctPurkinje	-2.1529405816302387	0.07994901993122171	-26.928917746363418	1.0073850846545602e-159	Purkinje	_ctl	0	1	0.8549629026805009	1.169641392468346	#A9A9A9	neuron	2	13	703	1492	12-aso6
subtype_fctUBC	-0.8141177837432779	0.26779414542114127	-3.0400880589191797	0.002365089866531659	UBC	_ctl	0	1	0.5916341172834152	1.6902338299752955	#A9A9A9	neuron	6	9	13	51	12-aso6
subtype_fctastrocyte:txcaso6	-0.5382258978088461	0.07892503338482675	-6.8194573347158	9.138504823936458e-12	astrocyte	aso6	-0.5382258978088461	0.5837830249501579	0.500115543267299	0.6814477670369193	#41B6C4	glia	8	7	985	1787	12-aso6
subtype_fctBergmann glia:txcaso6	-0.33049645770605723	0.07396497566909425	-4.468283193719117	7.884987399641772e-6	Bergmann glia	aso6	-0.33049645770605723	0.7185669067863943	0.6215958563000599	0.8306657682726206	#41B6C4	glia	7	8	2162	3729	12-aso6
subtype_fctendothelial stalk:txcaso6	-0.2362818936726975	0.10628629195571775	-2.223070250405763	0.026211063313313476	endothelial stalk	aso6	-0.2362818936726975	0.7895580711346366	0.6410811711904737	0.9724228002769197	#41B6C4	other	12	3	547	845	12-aso6
subtype_fctfibroblast:txcaso6	-0.2537824306713435	0.12673715972696178	-2.0024311040115124	0.04523838601237867	fibroblast	aso6	-0.2537824306713435	0.7758605871516568	0.6052082294619697	0.9946322957810008	#41B6C4	other	13	2	740	967	12-aso6
subtype_fctGolgi:txcaso6	-0.23012295909706407	0.11336823035753484	-2.0298716701435158	0.042369585432527605	Golgi	aso6	-0.23012295909706407	0.7944359133749898	0.6361501824507437	0.9921060118674438	#41B6C4	neuron	4	11	291	550	12-aso6
subtype_fctgranule:txcaso6	-0.0853424977991507	0.06691743744763391	-1.2753401961325144	0.2021888561927633	granule	aso6	-0.0853424977991507	0.9181977498323305	0.8053339320677358	1.0468789085199552	#41B6C4	neuron	1	14	28606	50038	12-aso6
subtype_fctmicroglia:txcaso6	-0.19098616284508016	0.3333351543427662	-0.5729553584639033	0.566674920558003	microglia	aso6	-0.19098616284508016	0.8261440195548893	0.4298533993633911	1.5877830489583333	#41B6C4	glia	11	4	130	196	12-aso6
subtype_fctMLI:txcaso6	-0.7170949411691971	0.07694713130157106	-9.319320019335873	1.1708826948390675e-20	MLI	aso6	-0.7170949411691971	0.4881683558303629	0.41982868354690345	0.5676323533227474	#41B6C4	neuron	3	12	1879	3274	12-aso6
subtype_fctoligodendrocyte:txcaso6	-0.6989570062125001	0.09268717957099631	-7.541032205830739	4.662659364606575e-14	oligodendrocyte	aso6	-0.6989570062125001	0.4971035093738524	0.4145256021371522	0.5961318137113252	#41B6C4	glia	9	6	652	1208	12-aso6
subtype_fctOPC:txcaso6	-0.40241905073573425	0.19004540116101706	-2.1174890225035354	0.03421836598287316	OPC	aso6	-0.40241905073573425	0.6687004675461559	0.46074930426498906	0.970506761827412	#41B6C4	glia	10	5	132	208	12-aso6
subtype_fctpericyte:txcaso6	-0.32004774169921885	0.34992543917714397	-0.9146169608354766	0.3603927515076048	pericyte	aso6	-0.32004774169921885	0.7261143703123065	0.3657193658146881	1.4416575332277968	#41B6C4	other	14	1	150	246	12-aso6
subtype_fctPLI:txcaso6	-0.5984813160896372	0.18417599642768578	-3.249507686657869	0.0011560495387166092	PLI	aso6	-0.5984813160896372	0.5496457407058942	0.3830998434542065	0.788594528131786	#41B6C4	neuron	5	10	123	203	12-aso6
subtype_fctPurkinje:txcaso6	-0.5346614004748668	0.08687142524826438	-6.1546290848445455	7.525340897651368e-10	Purkinje	aso6	-0.5346614004748668	0.5858676310654978	0.49414500857297733	0.6946157002000901	#41B6C4	neuron	2	13	789	1492	12-aso6
subtype_fctUBC:txcaso6	-0.16300784859188405	0.3027808317760656	-0.5383691154942181	0.5903222440060344	UBC	aso6	-0.16300784859188405	0.8495845203462516	0.4693308256217295	1.537921265358608	#41B6C4	neuron	6	9	38	51	12-aso6
(Intercept)	-2.086466086986788	0.10686053443217791	-19.525132436156994	6.714266886153962e-85	astrocyte	_ctl	0	1	0.8110360302952182	1.232990844606495	#A9A9A9	glia	8	7	802	1828	12-asom
subtype_fctBergmann glia	0.28778590569773965	0.151118772491379	1.9043690003117064	0.05686214356546966	Bergmann glia	_ctl	0	1	0.7436480914042924	1.3447220688909682	#A9A9A9	glia	7	8	1567	2929	12-asom
subtype_fctendothelial stalk	-0.37536558738233594	0.15114788925038594	-2.483432545726916	0.013012297615350263	endothelial stalk	_ctl	0	1	0.7436056542553943	1.3447988114094491	#A9A9A9	other	12	3	298	642	12-asom
subtype_fctfibroblast	0.13147457366759283	0.15115916221519723	0.8697757498842147	0.38442296635228823	fibroblast	_ctl	0	1	0.7435892247636683	1.3448285245362794	#A9A9A9	other	13	2	227	618	12-asom
subtype_fctGolgi	0.16109664365636964	0.15112275706208933	1.065998574855159	0.2864242861392087	Golgi	_ctl	0	1	0.7436422838216167	1.3447325706937314	#A9A9A9	neuron	4	11	259	515	12-asom
subtype_fctgranule	-0.31435498958788477	0.15111661056581854	-2.080214666083766	0.03750584762985646	granule	_ctl	0	1	0.7436512424682269	1.3447163709172796	#A9A9A9	neuron	1	14	21432	44261	12-asom
subtype_fctmicroglia	-0.381153158366622	0.15133834157751158	-2.5185498558632298	0.0117839199601144	microglia	_ctl	0	1	0.7433281331581331	1.345300891211208	#A9A9A9	glia	11	4	66	225	12-asom
subtype_fctMLI	-0.11507486840721672	0.1511188561391718	-0.7614858353694747	0.44636693609528616	MLI	_ctl	0	1	0.7436479694856808	1.3447222893536797	#A9A9A9	neuron	3	12	1395	2601	12-asom
subtype_fctoligodendrocyte	0.15864119424718798	0.15112680728273667	1.049722396043165	0.29384576373708776	oligodendrocyte	_ctl	0	1	0.7436363805994719	1.3447432456086457	#A9A9A9	glia	9	6	556	1665	12-asom
subtype_fctOPC	-0.13514254154937222	0.1512042196183723	-0.8937749349221966	0.3714423226231315	OPC	_ctl	0	1	0.743523560638795	1.3449472927809503	#A9A9A9	glia	10	5	76	193	12-asom
subtype_fctpericyte	0.44979131678499157	0.15118700684977415	2.9750659541260935	0.002929255608891975	pericyte	_ctl	0	1	0.7435486448750224	1.3449019198576881	#A9A9A9	other	14	1	96	186	12-asom
subtype_fctPLI	-0.1965905570551612	0.15117419940001106	-1.30042399983199	0.1934556887100585	PLI	_ctl	0	1	0.7435673097716666	1.3448681603647668	#A9A9A9	neuron	5	10	80	198	12-asom
subtype_fctPurkinje	1.034582063210808	0.1511166488713238	6.846248053659244	7.581197976024202e-12	Purkinje	_ctl	0	1	0.7436511866368193	1.3447164718751066	#A9A9A9	neuron	2	13	703	1197	12-asom
subtype_fctUBC	-0.3735757546165657	0.15156702584681522	-2.464756120464677	0.013710653625418174	UBC	_ctl	0	1	0.7429950385306165	1.3459040076198208	#A9A9A9	neuron	6	9	13	278	12-asom
subtype_fctastrocyte:txcasom	-1.878315907389945	0.15116218558884023	-12.425831897528573	1.892474513958992e-35	astrocyte	asom	-1.878315907389945	0.1528472981334602	0.11365493043887187	0.20555462448031708	#FF00FF	glia	8	7	1026	1828	12-asom
subtype_fctBergmann glia:txcasom	-1.4396898612709437	0.15112451432760388	-9.526514395606398	1.6265283709658491e-21	Bergmann glia	asom	-1.4396898612709437	0.23700125055182605	0.1762435442139113	0.31870439858469346	#FF00FF	glia	7	8	1362	2929	12-asom
subtype_fctendothelial stalk:txcasom	-0.5692085038127457	0.15118331950095015	-3.7650218667752453	1.6653450765013845e-4	endothelial stalk	asom	-0.5692085038127457	0.5659732271160983	0.42083166742702277	0.7611729786655347	#FF00FF	other	12	3	344	642	12-asom
subtype_fctfibroblast:txcasom	-0.6546435848612852	0.15117149672213542	-4.33046969207806	1.4879162528808941e-5	fibroblast	asom	-0.6546435848612852	0.5196272325985769	0.38637987013462965	0.6988264185812081	#FF00FF	other	13	2	391	618	12-asom
subtype_fctGolgi:txcasom	-0.9257689077299509	0.15113348783861832	-6.125504816764999	9.039653633890909e-10	Golgi	asom	-0.9257689077299509	0.39622664019013387	0.2946446866087388	0.5328300747701503	#FF00FF	neuron	4	11	256	515	12-asom
subtype_fctgranule:txcasom	-0.5502579780584801	0.15110989324828214	-3.6414424378844275	2.711147483329471e-4	granule	asom	-0.5502579780584801	0.5768009891856911	0.42894441958140134	0.7756235212251198	#FF00FF	neuron	1	14	22829	44261	12-asom
subtype_fctmicroglia:txcasom	-0.5865598907631595	0.151562307268462	-3.8700907985267547	1.087948257455458e-4	microglia	asom	-0.5865598907631595	0.5562375149634214	0.4132855360100736	0.7486353769833867	#FF00FF	glia	11	4	159	225	12-asom
subtype_fctMLI:txcasom	-2.598947665434884	0.1511586332152978	-17.193511281179415	2.9698843702267306e-66	MLI	asom	-2.598947665434884	0.07435178000797214	0.05528723977885455	0.09999029093270498	#FF00FF	neuron	3	12	1206	2601	12-asom
subtype_fctoligodendrocyte:txcasom	-2.022978513977112	0.1511732584307191	-13.381854270900822	7.719716013297057e-41	oligodendrocyte	asom	-2.022978513977112	0.1322609367689578	0.09834509031550594	0.177873194674815	#FF00FF	glia	9	6	1109	1665	12-asom
subtype_fctOPC:txcasom	-0.2730213898902118	0.15127432736872035	-1.8048098090348252	0.07110444891531252	OPC	asom	-0.2730213898902118	0.7610765081118751	0.5658005639875964	1.0237484514286614	#FF00FF	glia	10	5	117	193	12-asom
subtype_fctpericyte:txcasom	-0.7491935938791225	0.15132037138070634	-4.951042526813718	7.381696913442906e-7	pericyte	asom	-0.7491935938791225	0.47274762564955514	0.35141898711760083	0.6359654024115147	#FF00FF	other	14	1	90	186	12-asom
subtype_fctPLI:txcasom	-1.8711045454837627	0.15139133487093223	-12.35938996824991	4.334334127896052e-35	PLI	asom	-1.8711045454837627	0.1539535192029576	0.11442609654462886	0.20713531957049003	#FF00FF	neuron	5	10	118	198	12-asom
subtype_fctPurkinje:txcasom	-1.7838981581388957	0.1511155493511279	-11.80486168232681	3.683962603547726e-32	Purkinje	asom	-1.7838981581388957	0.16798204872105804	0.12492031907059276	0.22588774110141263	#FF00FF	neuron	2	13	494	1197	12-asom
subtype_fctUBC:txcasom	-0.6374841772378588	0.1522037745928009	-4.188359841556855	2.8097775388413916e-5	UBC	asom	-0.6374841772378588	0.5286206684389246	0.3922726702018268	0.7123611516373086	#FF00FF	neuron	6	9	265	278	12-asom
